GIGYF2,ENSG00000204120,ENST00000373563,1
GFAP,ENSG00000131095,ENST00000588735,1
TSC1,ENSG00000165699,ENST00000298552,1
ZNF292,ENSG00000188994,ENST00000369577,1
PHIP,ENSG00000146247,ENST00000275034,1
PTEN,ENSG00000171862,ENST00000371953,1
SMARCC2,ENSG00000139613,ENST00000550164,1
HIVEP2,ENSG00000010818,ENST00000367603,1
GRIN2B,ENSG00000273079,ENST00000609686,1
PRR12,ENSG00000126464,ENST00000418929,1
TBCEL,ENSG00000154114,ENST00000683345,1
PHF21A,ENSG00000135365,ENST00000676320,1
TRIO,ENSG00000038382,ENST00000344204,1
TRAF7,ENSG00000131653,ENST00000326181,1
ANK2,ENSG00000145362,ENST00000357077,1
RAI1,ENSG00000108557,ENST00000353383,1
WDFY3,ENSG00000163625,ENST00000295888,1
AUTS2,ENSG00000158321,ENST00000342771,1
HECTD4,ENSG00000173064,ENST00000682272,1
KMT2E,ENSG00000005483,ENST00000311117,1
ASH1L,ENSG00000116539,ENST00000392403,1
MEF2C,ENSG00000081189,ENST00000504921,1
GRIA2,ENSG00000120251,ENST00000264426,1
FOXP2,ENSG00000128573,ENST00000350908,1
SRCAP,ENSG00000080603,ENST00000262518,1
NAA15,ENSG00000164134,ENST00000296543,1
TANC2,ENSG00000170921,ENST00000689528,1
PTPN11,ENSG00000179295,ENST00000351677,1
CAMTA2,ENSG00000108509,ENST00000348066,1
PPP5C,ENSG00000011485,ENST00000012443,1
KDM2B,ENSG00000089094,ENST00000377071,1
SETD1A,ENSG00000099381,ENST00000262519,1
FOXP1,ENSG00000114861,ENST00000649528,1
DEAF1,ENSG00000177030,ENST00000382409,1
KDM3B,ENSG00000120733,ENST00000314358,1
SHANK2,ENSG00000162105,ENST00000601538,1
BRAF,ENSG00000157764,ENST00000646891,1
DHCR7,ENSG00000172893,ENST00000355527,1
NSD1,ENSG00000165671,ENST00000439151,1
AHDC1,ENSG00000126705,ENST00000673934,1
ARID1B,ENSG00000049618,ENST00000636930,1
TSC2,ENSG00000103197,ENST00000219476,1
SETD2,ENSG00000181555,ENST00000409792,1
SCN2A,ENSG00000136531,ENST00000375437,1
NACC1,ENSG00000160877,ENST00000292431,1
SETD5,ENSG00000168137,ENST00000402198,1
CNOT3,ENSG00000088038,ENST00000221232,1
NCOA1,ENSG00000084676,ENST00000348332,1
BAZ2B,ENSG00000123636,ENST00000392783,1
NRXN1,ENSG00000179915,ENST00000401669,1
CUL3,ENSG00000036257,ENST00000264414,1
MYT1L,ENSG00000186487,ENST00000647738,1
AP2S1,ENSG00000042753,ENST00000263270,1
KMT5B,ENSG00000110066,ENST00000304363,1
DNMT3A,ENSG00000119772,ENST00000321117,1
SCN8A,ENSG00000196876,ENST00000627620,1
CTNNB1,ENSG00000168036,ENST00000349496,1
SOX5,ENSG00000134532,ENST00000451604,1
CHD3,ENSG00000170004,ENST00000330494,1
SLC6A1,ENSG00000157103,ENST00000287766,1
CAPRIN1,ENSG00000135387,ENST00000341394,1
NRXN2,ENSG00000110076,ENST00000265459,1
SMARCA4,ENSG00000127616,ENST00000344626,1
CACNA1C,ENSG00000151067,ENST00000399655,1
TAOK1,ENSG00000160551,ENST00000261716,1
SATB1,ENSG00000182568,ENST00000338745,1
PSMD12,ENSG00000197170,ENST00000356126,1
PCCB,ENSG00000114054,ENST00000251654,1
ZBTB20,ENSG00000181722,ENST00000675478,1
TBL1XR1,ENSG00000177565,ENST00000457928,1
KMT2A,ENSG00000118058,ENST00000534358,1
NF1,ENSG00000196712,ENST00000358273,1
SCN1A,ENSG00000144285,ENST00000674923,1
HRAS,ENSG00000174775,ENST00000311189,1
PSMD11,ENSG00000108671,ENST00000261712,1
MED13,ENSG00000108510,ENST00000397786,1
CACNA2D3,ENSG00000157445,ENST00000474759,1
POMGNT1,ENSG00000085998,ENST00000371984,1
NR4A2,ENSG00000153234,ENST00000339562,1
CSDE1,ENSG00000009307,ENST00000358528,1
NCKAP1,ENSG00000061676,ENST00000361354,1
SPAST,ENSG00000021574,ENST00000315285,1
TRIP12,ENSG00000153827,ENST00000675903,1
HDLBP,ENSG00000115677,ENST00000310931,1
MTOR,ENSG00000198793,ENST00000361445,1
RERE,ENSG00000142599,ENST00000400908,1
HNRNPU,ENSG00000153187,ENST00000640218,1
SKI,ENSG00000157933,ENST00000378536,1
KDM5B,ENSG00000117139,ENST00000367265,1
CACNA1E,ENSG00000198216,ENST00000367573,1
UBAP2L,ENSG00000143569,ENST00000428931,1
POGZ,ENSG00000143442,ENST00000271715,1
